prot	pepSeqNum	tgNum	guot_L130410_012_SW	
Q15370	4	5	120129	
P62753	5	5	248596	
P30085	7	8	385316	
P52597	6	8	130282	
Q9H0N0	1	1	46032	
P01834	8	11	1732439	
O95436	1	1	2066	
Q86VU5	1	1	3604	
Q9NP58	1	1	394370	
Q4VC31	2	2	91618	
Q9H2M3	11	11	322813	
Q08380	9	11	86822	
Q9UEY8	9	9	64144	
O95870	1	1	16032	
Q9BY32	1	1	21027	
P20645	3	4	97978	
O95372	1	1	9329	
Q9UK22	1	1	19832	
O95400	1	1	16525	
P30048	8	10	726335	
Q13418	5	5	42447	
Q9BW30	2	2	44593	
Q9HAV7	3	3	87273	
Q15428	2	2	23980	
P39060	21	31	381135	
P60660	7	8	529628	
Q9UH65	2	2	55858	
Q15118	2	2	101455	
Q8N4P3	1	1	5894	
Q9P0J1	4	4	43864	
Q04917	8	11	295402	
Q9Y2J2	13	14	257600	
Q96PE7	1	1	40026	
Q9Y4F1	11	11	93704	
Q9H3Y8	1	1	530	
Q8IZ83	4	4	43411	
Q9NWV8	1	1	9911	
O75821	4	4	93412	
Q9UKK3	2	2	121131	
Q9BQI0	2	2	24961	
P27169	3	3	102506	
Q9Y3C8	1	1	60424	
Q92673	1	1	4613	
Q3YEC7	2	2	85347	
P27695	8	9	272548	
P14174	5	6	1320714	
P29590	6	6	91129	
P20591	5	5	55537	
P63220	2	2	77216	
Q96CW1	3	3	90871	
Q96RQ3	12	12	68116	
P52272	19	20	1166327	
Q9NZM1	29	29	407704	
Q8N8A6	1	1	887195	
Q08J23	2	2	39380	
P07919	1	1	6959	
Q8NDH3	3	3	40870	
P14406	2	2	205409	
P10155	3	3	159181	
Q9UEE9	1	1	41569	
P01611	1	1	5098	
Q9BVM4	2	2	41538	
Q9H444	5	6	56124	
Q8N6T3	1	1	6591	
P98082	10	11	420170	
P00488	17	17	150122	
Q9H8H3	2	3	213262	
Q96CM8	13	18	50711	
O14639	1	1	10238	
P60866	2	2	311302	
Q9BPX5	3	3	98210	
Q9BUR5	4	4	45762	
O14964	1	1	39665	
P54868	12	13	218299	
P18827	1	1	18070	
O15085	1	1	195033	
O00159	28	31	560136	
O14745	14	17	271236	
P04733	2	2	8503	
Q15459	4	4	101391	
Q99447	7	7	122181	
P51608	4	4	84410	
P43307	3	3	282750	
Q7Z478	1	1	8675	
Q709F0	7	7	166947	
Q9BWH2	3	3	125717	
O00330	6	6	587869	
Q9NUI1	2	2	70086	
Q92547	1	1	8188	
Q15149	170	188	443527	
P20073	8	9	165871	
Q5JTH9	1	1	6861	
Q14011	4	4	151225	
Q9Y570	2	2	90397	
O00429	11	12	72473	
Q9P2D7	1	1	354045	
Q05639	3	3	395924	
Q6IBS0	4	4	93729	
Q9P2R3	2	2	39223	
Q9BRT3	1	1	31828	
P04350	2	2	36562	
Q15067	7	7	152972	
Q6ZU35	1	1	66812	
Q8NBN7	7	8	82953	
Q9Y3D9	4	4	161049	
Q93008	2	2	24399	
Q13627	1	1	2160	
P18583	1	1	111616	
Q8ND23	1	1	10589	
Q5VYY1	1	1	14959	
Q8IV08	4	4	84484	
P17050	3	3	70091	
O75083	18	24	249631	
P01591	2	2	92361	
P16083	12	17	209042	
Q96AT9	1	1	7611	
Q8TEM1	1	1	13770	
P00338	17	22	3942920	
O60832	1	1	13185	
O75340	4	5	128314	
Q92882	2	2	101588	
Q9H0T7	2	2	146733	
P49773	4	6	338133	
P13929	1	1	36796	
Q16854	1	1	13783	
Q92845	1	1	31638	
Q2TAA2	4	4	127537	
Q9BW91	2	2	26649	
Q13098	2	2	33763	
P08183	4	4	49612	
P06396	22	31	329772	
Q6UXV4	2	3	70915	
P06702	3	3	60217	
Q9NV70	1	1	16847	
P54652	6	6	211772	
Q9H773	5	5	106160	
Q12805	2	2	44683	
P07355	6	9	1147031	
P07602	4	4	100645	
Q96EY8	2	2	79768	
P43121	6	7	85413	
P62829	2	2	119635	
Q15063	29	42	119944	
P10586	1	1	51876	
O14818	3	3	198613	
P38919	6	7	123360	
Q8NC51	4	4	43070	
Q9UI30	1	1	7271	
Q9NX40	6	9	197874	
Q5R3I4	7	7	136617	
Q16595	1	1	24048	
P55058	2	3	27447	
P00747	5	7	202663	
Q13200	12	13	93237	
Q8TAD7	1	1	3234	
P26368	4	5	167504	
P52209	10	11	132254	
P22792	2	2	107267	
Q8N465	1	1	19418	
Q13464	1	1	59429	
Q8IXM3	2	2	20692	
Q96A19	1	1	102305	
Q96EG3	1	1	31050	
P33991	1	1	4366	
Q99873	2	2	126356	
P55957	1	2	9758	
P15941	1	1	21244	
Q9Y2S7	5	5	77605	
Q9H6Z4	1	1	36608	
Q9Y6M9	3	3	65853	
Q969X1	1	1	34014	
P35221	20	22	136995	
Q92947	8	10	64083	
O75717	1	1	18701	
Q9H9S4	1	1	12646	
Q8IWE2	3	3	64197	
P46781	8	8	306185	
P01625	2	2	112387	
Q14694	1	1	35846	
O95810	9	10	171874	
O00468	25	29	344195	
Q969V6	1	1	10569	
Q99627	3	3	61247	
Q9NQC3	4	4	201431	
P05387	7	10	351127	
P02679	16	23	1487730	
Q8NCN5	6	6	121002	
Q8NFW8	3	3	31668	
Q6PGP7	1	1	12422	
P46926	5	6	244182	
Q9NTX5	7	7	88390	
P83731	3	3	241656	
Q02083	1	1	57212	
Q9P2E9	31	34	1097743	
P35659	2	2	70457	
Q9Y3A5	2	2	109832	
Q96R05	2	2	45693	
Q96AE4	7	7	170818	
Q16222	5	5	108176	
Q9UFN0	6	7	77593	
Q9NVH6	1	1	36560	
P61758	2	2	41023	
Q14847	11	11	308527	
P01861	2	3	166224	
Q16798	3	3	12280	
P03886	1	1	16597	
O14933	2	2	43038	
P31948	17	17	218357	
P47914	2	2	109326	
Q08623	1	1	14385	
P61081	3	3	100905	
Q86TI2	1	1	12740	
Q9H4A6	1	1	17608	
P20933	3	3	44501	
Q13501	4	4	34173	
P18669	6	9	765194	
P47756	8	8	261543	
P20962	5	7	402582	
P09496	4	4	291488	
P14927	6	7	452936	
P46779	3	3	102772	
O14880	1	1	13157	
P37840	3	4	72834	
Q06210	5	5	60935	
P63172	1	1	12266	
Q9NPF4	1	1	26637	
Q14978	2	2	41192	
Q99426	4	4	83187	
Q92530	3	3	65167	
O15212	3	3	60510	
P41240	2	2	38635	
Q14244	2	2	338001	
P00915	15	24	1100830	
P53999	2	2	450848	
Q96FF7	1	1	10711	
P39687	3	3	309184	
P15880	7	7	164814	
Q14767	1	1	28773	
Q9BSH4	3	3	72306	
Q562R1	3	4	5242790	
Q6UWM9	4	4	83328	
Q9ULH4	1	1	5024	
Q9NRX2	1	1	16510	
Q8N8N7	7	7	204673	
P09601	3	3	42224	
P08311	2	2	88281	
O75534	2	2	34709	
P51397	1	1	29574	
Q9NUM4	1	1	35702	
Q9BUL8	2	2	98014	
Q6UB99	1	1	376385	
P05109	1	1	13825	
P08581	1	1	12952	
Q6IN84	1	1	8494	
P82980	4	5	85507	
P33316	2	2	58654	
Q07075	7	7	77035	
Q3ZCQ8	5	5	58963	
P49593	4	4	77086	
O75191	2	2	52927	
Q9NVI7	2	2	18957	
Q8TDQ7	1	1	17303	
Q01844	2	2	68216	
Q99735	1	1	19111	
P05062	19	29	211305	
Q00577	6	7	141992	
P20472	6	6	66488	
Q8N0W3	2	2	22231	
Q14112	19	26	225775	
P10619	3	3	29197	
P05107	2	2	48637	
P35268	2	2	177177	
P13489	5	6	302271	
Q7L099	1	1	24402	
Q9BV40	2	2	73462	
Q8N1G4	8	9	123077	
P00167	5	9	794943	
Q13867	2	2	153781	
Q14117	6	8	122521	
Q53GQ0	4	4	239418	
Q14728	1	1	3417	
P30837	20	25	431166	
P02741	4	5	315578	
Q9UJZ1	12	15	133039	
Q96C90	2	2	8440	
P24311	1	1	14611	
P08473	23	25	147704	
P14618	35	54	4327230	
Q8WX93	6	6	55732	
Q05519	1	1	16226	
Q9NUP9	1	1	31341	
Q96Q06	37	39	126638	
Q7LFX5	1	1	27105	
Q9UNZ2	10	12	136056	
Q9Y399	1	1	2042	
P08572	6	7	168150	
P22830	6	7	80452	
Q9NY15	3	3	65920	
O43760	2	2	81187	
P22352	8	10	96250	
P26639	7	8	117993	
O60568	15	21	241480	
P22105	14	14	136443	
Q9NR30	1	1	8502	
Q9H993	1	1	29209	
P80748	1	1	18082	
P61970	2	2	262589	
P40939	38	51	615100	
P05093	3	3	21824	
Q9NTJ4	2	2	33590	
P12236	1	1	242177	
Q07021	9	11	182769	
Q9H8L6	6	6	55307	
Q9H0E2	6	6	119832	
Q86SX6	1	1	22712	
P06681	2	2	49757	
Q8TE77	1	1	22323	
Q6I9Y2	1	1	139511	
P59998	5	5	249243	
P04424	11	12	178834	
O14980	2	2	25088	
Q8N573	1	1	9752	
P07451	4	4	46571	
Q9Y265	9	10	152154	
P07902	1	1	25490	
Q17RC7	1	1	55423	
P23368	3	3	116556	
P16435	6	6	65241	
P82914	1	1	26282	
P26885	2	2	163352	
Q9BXN1	7	8	108024	
Q9NYK5	1	1	27038	
Q15056	3	3	130495	
Q9P015	3	3	38814	
Q8NFH5	1	1	8536	
Q9NZD4	2	2	34433	
Q6NY19	2	2	26550	
P39656	6	6	204824	
Q9UIJ7	16	19	169273	
Q9BXS5	5	5	56991	
P61163	4	7	102146	
O00244	1	1	118146	
Q93100	1	1	49103	
P19367	15	16	93739	
P07942	31	36	152094	
Q9UHX1	4	4	49205	
P14635	1	1	38252	
Q5VYK3	2	2	15761	
Q9NVJ2	4	4	87233	
P04179	18	32	335762	
Q9BZZ5	5	6	98066	
O75251	3	3	76479	
Q9NVZ3	3	3	73301	
Q9UDY2	1	1	5430	
P51178	1	1	33825	
Q9C0C9	1	1	23201	
P07357	2	2	32110	
Q09028	2	2	84751	
P53618	8	9	179921	
O60669	1	1	2849	
P27348	6	8	251541	
P48751	1	1	18439	
O75380	4	4	41067	
P21291	9	10	124605	
Q93091	1	1	23501	
Q9UBT2	1	1	44204	
Q8N0X7	1	1	8234	
Q9BUH6	1	1	36988	
Q16270	3	4	45406	
P29622	1	1	19422	
P12955	13	14	154495	
Q08AH3	6	9	158802	
O95861	2	2	98976	
Q15349	1	1	74714	
Q96FQ6	2	2	34660	
O60547	1	1	15153	
Q96KN1	5	5	87821	
P35442	5	5	60612	
Q10713	4	4	77667	
Q9NRG7	3	4	48990	
Q9NR64	1	1	14589	
Q9UBC2	3	3	30935	
P62750	3	3	153428	
Q658N2	1	1	32907	
Q13268	12	16	257792	
Q15848	1	1	15049	
Q14980	8	8	60825	
Q5RKV6	1	1	7506	
P51570	9	9	130242	
Q12905	9	9	297902	
P06331	1	1	47725	
A3KMH1	13	13	72409	
P56182	1	1	259601	
Q9ULP9	2	2	46857	
P31150	7	8	161682	
P15144	36	41	962317	
P00751	16	17	294706	
P99999	9	12	148197	
P04083	19	27	166569	
P13761	1	1	38791	
P62158	9	11	874172	
Q9BXJ9	1	1	270315	
P02511	16	25	883240	
Q96CS3	2	2	94029	
P36955	12	12	91678	
Q15119	2	2	27281	
P57764	3	3	76668	
Q6XQN6	11	11	153456	
P61960	4	5	246723	
Q9Y5B9	1	1	2992	
P49458	2	2	181481	
Q92616	19	21	105751	
P46977	1	1	80360	
P48723	1	1	13127	
Q15642	1	1	29415	
O75396	7	7	246742	
Q9BSE5	9	12	249154	
P51649	9	11	104513	
Q99471	2	2	45808	
P10768	8	10	430955	
Q9H9P8	4	4	120311	
Q6NUM9	2	2	33160	
Q9NXA8	2	2	13222	
Q8N5G0	1	1	23448	
P49321	2	2	54364	
P01877	1	1	39117	
P09467	13	19	579402	
Q16822	26	34	184275	
Q9H0R4	3	3	61953	
Q9UDX5	4	4	104388	
O43488	6	7	340004	
P37108	5	6	142477	
Q08379	1	1	13776	
Q08AM6	6	6	74695	
O43598	4	5	255440	
O15382	11	13	118592	
Q01105	8	9	375258	
Q9Y547	2	2	42054	
P01024	77	101	1092838	
P12268	5	5	94570	
P27824	16	21	618715	
Q15262	2	2	56604	
Q12768	2	2	28660	
P49821	10	11	136752	
Q9H2G2	2	2	19666	
P40925	13	16	800102	
O95777	3	3	140434	
P04843	19	20	171019	
Q8IXI1	2	2	69054	
Q9BS40	2	2	102371	
P22695	17	26	212517	
Q9HB07	2	2	41348	
Q9Y6M1	1	1	3461	
Q9UJU6	8	8	102536	
P62263	4	4	112519	
Q9H0A0	1	1	3635	
Q14192	2	2	42830	
O75911	1	1	30652	
P31946	6	9	363481	
P50416	4	4	43170	
Q5T3F8	1	1	744148	
P05141	3	3	204024	
P30566	4	4	115119	
P61769	2	2	53149	
Q14344	2	2	33881	
P60842	7	7	247892	
Q9NTG7	2	2	52178	
P00492	7	7	202599	
Q96L92	3	3	83213	
O00203	11	11	131194	
Q9BXW7	1	1	34212	
O00161	1	1	15122	
Q969G5	4	4	103455	
Q16795	10	11	121220	
P35232	16	21	968948	
P17252	4	4	72302	
P61981	8	11	359801	
B1AJZ9	2	2	127945	
Q9P2T1	1	1	117684	
P02144	2	2	26647	
O14979	3	3	109135	
P15291	1	1	19584	
Q13162	7	8	270003	
Q6PKG0	1	1	2855	
P10644	8	8	149166	
P62877	1	1	44488	
O75110	2	2	15246	
Q9NZI5	1	1	19498	
P56537	4	4	210922	
P09669	2	2	116201	
P49411	18	25	270034	
P06132	1	1	15229	
P02747	4	5	127921	
P30520	1	1	18335	
P17844	8	8	92617	
Q9Y230	9	9	166081	
Q9BWX5	1	1	45918	
P55884	8	8	84343	
P26583	2	2	69908	
Q02127	7	7	89468	
O95822	9	9	81209	
P30622	4	4	46808	
P05023	19	25	156159	
Q9BY44	1	1	21701	
P67809	5	5	15659	
P06737	14	17	286732	
O15143	5	6	87674	
Q96DG6	10	13	1416708	
P62820	6	7	83482	
Q99807	1	1	9692	
Q8N3K9	1	1	88734	
P23528	5	6	541844	
Q01432	1	1	2683	
Q8WUH6	2	2	77442	
P00367	14	19	390859	
P04207	1	1	6226	
Q9Y6R1	8	8	75759	
Q03519	1	1	21697	
Q9ULH7	1	1	494603	
P02654	3	3	124296	
P35606	14	15	93255	
Q96C23	7	8	311400	
Q6GMV3	2	2	126158	
P84085	2	2	22413	
Q93050	6	7	288002	
Q7Z7H5	1	1	22418	
O75525	2	2	160790	
Q16851	17	19	248960	
O95202	9	9	55870	
Q96KP1	2	2	120184	
P02655	3	3	143531	
P56385	4	4	273394	
P25311	7	10	105911	
P78347	3	3	38355	
P50995	14	15	218530	
Q9UKF6	1	1	31095	
P36542	13	16	245830	
P05362	7	7	127338	
Q9UPQ9	1	1	7464	
Q9C0J9	1	1	339086	
Q5T7N2	1	1	365479	
O43776	7	7	91543	
P52907	4	5	239464	
O75489	14	16	127930	
P19525	3	3	36384	
Q9UKK9	3	3	105802	
Q9BRF8	7	7	123626	
Q9H061	1	1	39498	
Q9UL46	11	15	166991	
Q92597	10	16	292678	
Q9UBX3	6	6	78585	
Q9H1C7	1	1	60436	
P34932	14	15	168137	
Q13113	2	3	74233	
Q8IVH4	2	2	129248	
P04233	3	3	124504	
Q9BWM7	5	5	52934	
P08727	20	27	211068	
P02768	49	71	16225430	
P12270	5	5	44433	
Q9H0N5	2	2	128697	
Q13510	12	13	218317	
P19440	2	2	113544	
Q15257	5	6	162543	
Q9UHD9	1	1	4834	
P26447	3	3	159980	
P23141	6	6	98070	
O00442	2	2	37030	
O76074	1	1	1588940	
Q96NB2	8	8	349507	
Q15911	2	2	653137	
Q969E2	1	1	9780	
P16662	5	6	148647	
P48556	3	3	164679	
P55209	3	4	100416	
Q13131	2	2	95058	
P04216	2	2	142124	
O15305	3	3	112796	
Q07955	7	7	305374	
Q14106	1	1	19364	
Q9UNF0	5	7	135312	
Q15819	1	1	3429	
O60469	1	1	54354	
O95817	2	2	73563	
O95674	1	1	1404	
Q9H910	2	2	66061	
O75356	8	8	60646	
Q13630	4	4	67744	
Q02818	7	7	115521	
O00560	2	2	18757	
P54920	8	8	138848	
Q9H0U4	1	1	23067	
O14936	5	5	40707	
O95352	1	1	40222	
P51688	2	2	53635	
O14787	1	1	5834	
O75643	6	6	44712	
Q9UKS6	1	1	6097	
P54687	1	1	23767	
Q9Y2R9	1	1	34522	
Q14151	1	1	42939	
P21926	3	3	114597	
Q9P0L0	2	3	245327	
Q16718	4	6	54036	
Q15691	5	6	231635	
O14579	4	4	75993	
Q9UJC5	1	1	26277	
P28676	3	3	67331	
P15559	3	3	84350	
Q13148	6	6	103165	
P02462	2	3	121378	
Q13469	1	1	28838	
P23526	13	15	413855	
O43295	1	1	39316	
Q9UM22	1	1	43830	
Q53HC9	1	1	24596	
Q99538	2	4	44256	
P02730	15	19	140172	
Q9UBV8	2	2	54918	
Q9H832	1	1	11196	
P30050	3	4	227629	
P68402	2	3	237393	
P43490	14	14	129801	
P41222	3	4	72538	
Q01658	1	1	55327	
Q9UHD2	1	1	12226	
P38646	33	43	488433	
O14737	4	5	148835	
O15173	4	4	112283	
Q8NBF2	2	2	53214	
O00763	3	3	31133	
Q9NUB1	8	8	80485	
Q14498	2	2	45496	
P30049	4	7	234660	
O75494	2	2	73069	
Q9BUT1	6	7	182082	
O60234	1	1	18803	
Q86U28	3	3	61804	
Q92542	2	2	75400	
Q9BWW8	1	1	49940	
Q7L1Q6	2	2	39012	
P35251	1	1	112616	
P11166	2	2	74292	
Q15293	9	9	251497	
O95298	1	1	56641	
O15229	1	1	20887	
Q16836	17	23	148282	
P57088	1	1	35131	
O60888	2	3	169400	
Q92841	9	9	219989	
P34949	7	7	162007	
P46063	5	5	123821	
Q15555	1	1	13195	
P09211	11	19	1364035	
Q9Y276	4	4	42640	
Q9NPJ3	3	4	143477	
Q9HDC9	10	10	140437	
P08758	19	24	1259941	
Q6UVK1	3	3	61275	
Q99424	5	5	58718	
P51665	4	5	87454	
P23246	10	10	140126	
Q96T51	2	2	11163	
P01042	7	9	713980	
P25685	4	4	122281	
Q9NP72	3	3	141116	
Q5XKP0	1	1	5392	
Q13838	3	3	130256	
P42025	4	4	59333	
O60884	6	6	81914	
Q9UKM9	5	5	156527	
Q9BXD5	4	4	36832	
P62745	1	1	11457	
Q5T6V5	2	2	43150	
Q99459	3	3	139552	
P22061	6	6	183404	
Q96C19	6	6	134767	
Q15404	10	12	172036	
Q8ND30	1	1	3299	
Q13825	7	7	242997	
P11177	13	16	96720	
Q9BX68	5	8	231538	
Q8TCT9	1	1	61711	
Q99747	2	2	31680	
Q9NQR4	9	9	294809	
P07196	1	1	6244	
Q9NR50	1	1	30299	
Q8WTV0	1	1	52536	
Q5QP74	1	1	787647	
O75964	4	5	192360	
P17152	1	1	12259	
P12429	14	15	271206	
Q96CD0	1	1	28031	
P07686	11	14	171214	
Q15286	2	2	23105	
Q01469	4	4	64482	
P07203	7	7	188546	
Q32MZ4	7	7	72283	
P62304	1	1	25714	
Q9Y2Q3	11	14	98130	
P52815	4	4	49409	
P50053	6	8	318073	
Q9BTM9	1	1	16515	
Q8NEZ5	1	1	22143	
O43747	8	9	112388	
Q13151	5	5	88212	
P30047	2	2	39493	
Q96GK7	3	4	100648	
P61421	6	6	91083	
Q16890	2	2	24858	
Q9BYE9	5	5	120686	
P15311	25	34	905228	
P02649	16	19	93593	
O75936	11	12	263761	
Q9NPB9	1	1	100511	
Q9BVA1	1	1	22258	
Q8N4H5	1	1	3253	
Q9Y2Z9	3	3	77745	
P23946	3	3	46802	
P47895	3	3	19096	
P55081	1	1	9266	
P43487	3	3	134974	
P14550	13	17	665628	
P51970	3	3	60489	
Q53GG5	1	1	33779	
P09972	9	10	755320	
P07305	7	8	249774	
P05165	31	36	280020	
Q8WZA2	1	1	15463	
Q92734	8	8	182144	
O75475	3	3	58594	
P34913	11	11	244302	
P08579	1	1	6358	
P46940	35	37	126923	
Q9H0D6	1	1	6348	
Q8N142	11	12	420459	
Q15006	1	1	6770	
P25789	6	6	383064	
P62899	3	3	144024	
Q9NQH7	1	1	53409	
P06744	21	34	1132526	
P19224	4	4	240983	
P27487	17	19	433309	
P14625	29	37	934558	
P25788	6	6	232154	
P04844	11	13	123869	
Q9UGI8	4	4	74707	
Q96NG3	1	1	95222	
O00533	1	1	59949	
P22087	3	4	160762	
P48449	1	1	12068	
Q12906	12	14	238453	
Q9UJ68	5	5	109668	
P61009	3	3	85957	
O43390	5	5	148094	
P49903	1	1	13330	
Q9GZS3	2	2	34213	
P01598	1	1	62107	
Q8IWW8	1	1	35443	
P49748	33	39	229081	
Q96IZ0	1	1	6077	
P61160	8	9	164426	
Q9BYD3	3	3	59873	
Q9H078	3	3	49852	
Q9BXK5	6	6	34840	
P54578	7	7	203654	
P08603	7	8	165659	
Q96PU8	2	2	88520	
A0MZ66	1	1	17588	
P19404	6	7	91925	
Q9Y5J6	1	1	1294	
P60228	5	5	157411	
P27449	1	1	47709	
P06730	3	3	46989	
Q8NE86	3	3	93168	
Q9Y5Y6	1	1	79605	
Q15833	2	3	29203	
P62857	5	5	252210	
P16422	1	1	12650	
P02786	8	8	71520	
Q9Y584	1	1	47657	
Q27J81	6	6	41545	
P43243	12	13	111151	
Q9C040	5	5	84081	
Q92538	1	1	7464	
P0C0L4	2	2	104771	
Q9NZL4	1	1	25315	
Q9Y597	1	1	3705	
Q96EY7	2	2	81782	
P24821	43	54	183338	
Q9Y6Y8	5	5	61873	
O95865	8	10	282584	
Q9BXX0	2	2	40733	
Q8N5M1	5	5	66056	
Q9HC38	9	10	295691	
Q13217	2	2	46598	
Q13185	3	3	108718	
Q9UPN3	1	1	18036	
P67775	1	1	15001	
Q70UQ0	6	6	128485	
Q9BZF9	1	1	8171	
P18754	1	1	32472	
P52594	1	1	30418	
O95831	28	34	220087	
P15104	2	2	48663	
P05413	7	9	902821	
Q9BRQ6	1	1	1000	
Q9NRV9	7	9	117839	
O60656	1	2	69590	
Q5HYI8	2	2	175820	
P32969	4	5	154184	
Q15717	7	7	117417	
P28062	4	5	252855	
Q14008	1	1	8338	
P02750	8	9	200713	
O94925	16	18	146353	
P55290	4	4	131993	
P07099	11	11	150213	
Q16864	6	8	208245	
P11940	1	1	395257	
Q14061	1	1	20087	
Q92552	6	6	34164	
Q9Y6K5	1	1	18316	
Q9Y2T3	22	26	145705	
P19022	1	1	10663	
Q13884	6	7	104337	
Q9BTZ2	2	2	84136	
P26440	13	15	343296	
P05090	4	4	202210	
Q9NQ50	1	1	13566	
Q14258	3	3	31274	
Q15036	1	1	29181	
Q9H3P7	1	1	9435	
P62266	5	5	88589	
P31942	6	8	128723	
P33151	1	1	6281	
Q9BWD1	2	2	96968	
Q9UI08	1	1	2088	
P23919	2	2	76562	
P78344	1	1	12016	
Q9H553	1	1	26079	
Q9Y624	2	2	43212	
Q8IW45	3	3	81647	
P35222	8	8	89640	
Q9BSA4	1	1	98903	
O95786	1	1	10462	
P01781	2	2	167740	
Q13561	12	14	245626	
Q99439	2	3	39415	
Q969I3	4	4	45239	
Q8NFD5	1	1	19894	
P48444	9	10	154086	
O75674	1	1	32911	
O95222	1	1	8887	
Q99653	2	2	78696	
Q99685	3	4	85415	
Q9Y2R0	3	3	59277	
P22059	6	6	90266	
Q14155	1	1	353504	
P46782	4	4	65827	
Q96RP9	6	6	122076	
Q00765	3	4	185238	
P09525	28	39	1719054	
P54619	4	4	122542	
O75438	1	1	36707	
P49247	1	1	100642	
P24539	15	19	359765	
Q9NNW7	7	7	65738	
P49720	3	5	229132	
Q8NCW6	1	1	18087	
Q9Y5Z4	6	6	182434	
O60613	1	1	11473	
O95232	1	1	17104	
Q15493	1	1	8195	
Q96EL3	1	1	6289	
O00217	5	5	93050	
Q8N0X4	11	11	210181	
P49590	2	2	41579	
P33992	1	1	16394	
Q9BQG0	1	1	22526	
Q6JQN1	5	5	28963	
Q96F07	1	1	353907	
P51648	7	8	87198	
Q02878	11	14	281519	
Q13596	6	6	90094	
P43155	9	9	149332	
P19827	13	15	565190	
P33240	2	2	164819	
Q14019	8	9	294217	
Q96BW5	7	7	170575	
P01619	1	1	65905	
Q9P2J5	14	14	86375	
Q96PK6	2	2	45507	
P48426	1	1	9664	
Q8ND07	1	1	13235	
P10109	2	2	67929	
Q9NZ08	7	7	113448	
Q13084	1	1	4847	
O15400	3	3	76177	
P43897	5	5	69269	
Q99729	3	3	147007	
Q9H477	5	5	135044	
O76070	3	3	77467	
P31937	12	16	207311	
P63173	3	3	165905	
P61086	1	1	50243	
P31947	1	1	46000	
P04632	6	7	275251	
P10636	9	11	161995	
P12074	2	4	69198	
Q3LXA3	18	25	110966	
P51398	2	2	34715	
P41250	9	10	80406	
Q86Y56	1	1	7624	
Q9NPH2	5	5	426424	
P24158	3	3	76148	
P30043	8	10	353893	
Q8N5N7	4	4	108485	
Q9Y2Z0	2	2	75675	
Q8IY17	1	1	41901	
P62280	4	4	619126	
Q13976	1	1	2317	
Q9UHG3	12	14	199765	
P00738	10	13	1695215	
P78417	9	9	352263	
O75844	1	1	4262	
P46776	2	2	262271	
P08236	5	5	67780	
O75880	3	3	125722	
P07384	20	20	253620	
P08397	1	1	3851	
Q14956	4	4	36158	
Q13425	1	1	23546	
Q96QF0	1	1	13419	
O00264	5	5	381397	
Q16587	1	1	213764	
P55769	3	4	284418	
Q86TI0	1	1	1432	
Q9BXR0	1	1	41635	
Q9NSE4	18	19	139269	
Q15031	3	3	66821	
Q96T76	1	1	2657	
Q9UQ90	1	1	18167	
O14874	2	2	53385	
O43237	7	7	97328	
P50148	1	1	6565	
P08575	1	1	32741	
P39210	1	1	6345	
P13671	3	4	90682	
P07911	12	13	184171	
Q9BSH5	6	7	174694	
P09668	4	5	224526	
Q9Y4G6	8	8	75331	
Q13188	1	1	7195	
Q9H4G0	7	7	93279	
Q9Y619	3	3	31335	
Q9GZP8	1	1	20601	
P23434	1	1	54723	
O00479	1	1	19606	
Q96IX5	3	3	50011	
O43708	1	1	6462	
O75521	9	11	108648	
P82664	1	1	29324	
P82933	1	1	20771	
O94903	4	4	184383	
Q9NSY0	2	2	22307	
Q15435	6	7	157438	
P08865	9	11	337279	
Q10567	13	13	466705	
O94826	6	7	177356	
P54802	4	4	33814	
O60902	1	1	260384	
P25398	2	2	191886	
O95373	1	1	38369	
Q8NC56	2	2	19990	
Q8WWY3	1	1	25920	
Q96M27	4	5	61559	
Q8TD55	2	2	45162	
P09914	1	1	40561	
P62913	2	3	199840	
P20810	5	5	176338	
Q6UWR7	3	3	78337	
Q8WW52	3	4	84443	
P61225	1	1	15656	
P53992	5	5	27124	
P14314	10	10	212962	
O00748	11	15	224263	
P23378	6	6	97514	
Q96Q11	1	1	18710	
Q9Y281	1	2	52970	
P05156	4	4	80100	
P26640	11	11	76249	
O00469	17	21	100128	
Q15185	3	3	272830	
Q8NBF6	1	1	54387	
P56556	4	4	68893	
Q8WTS1	1	1	24911	
P09110	10	12	48129	
Q15327	1	1	9111	
P36873	2	2	41629	
Q9UHQ9	4	4	116469	
P00352	24	35	1248439	
P04406	31	48	5938500	
P27635	1	1	21248	
P55327	9	11	99075	
O14975	6	6	103213	
Q15582	20	27	98964	
P45954	13	18	108381	
Q92900	3	3	39483	
O00754	2	2	29527	
P07108	5	8	143989	
P11766	11	16	480020	
P35813	2	2	59444	
P27105	6	6	57045	
P50570	3	3	273831	
P12110	17	20	452797	
Q9Y6C9	6	8	113065	
Q02928	5	5	58017	
Q9BW92	3	3	99928	
P20774	10	12	140731	
P68371	2	2	876255	
Q07866	1	1	18334	
Q00839	11	14	367767	
O15061	1	1	13260	
Q9BQA1	1	1	42725	
Q9NQW7	6	6	85297	
Q92665	1	1	12931	
P46109	2	2	110317	
O14529	1	1	55469	
Q93009	3	3	38567	
P56181	1	1	28286	
Q96F10	1	1	77306	
Q15027	1	1	37261	
P05546	7	7	122751	
P26373	7	7	173433	
Q00169	1	1	48654	
Q9Y237	1	1	11166	
