prot	pepSeqNum	tgNum	guot_L130410_035_SW			
P62753	5	5	190608			
P30085	7	8	254790			
P52597	6	8	94006			
Q9H0N0	1	1	30089			
P01834	8	11	605118			
O95436	1	1	3350			
Q86VU5	1	1	1500			
Q9NP58	1	1	580112			
Q4VC31	2	2	100371			
Q9H2M3	11	11	151576			
Q08380	9	11	367845			
Q9UEY8	9	9	71315			
O95870	1	1	7424			
Q9BY32	1	1	28296			
P20645	3	4	107611			
O95372	1	1	6135			
Q9UK22	1	1	22587			
O95400	1	1	18195			
P30048	8	10	1287353			
Q13418	5	5	43021			
Q9BW30	2	2	29443			
Q9HAV7	3	3	204078			
Q15428	2	2	22054			
P39060	21	31	1177030			
P60660	7	8	325097			
Q9UH65	2	2	64709			
Q15118	2	2	61201			
Q8N4P3	1	1	8883			
Q9P0J1	4	4	66462			
Q04917	8	11	216186			
Q9Y2J2	13	14	126796			
Q96PE7	1	1	45834			
Q9Y4F1	11	11	117935			
Q9H3Y8	1	1	892			
Q8IZ83	4	4	42292			
Q9NWV8	1	1	9838			
O75821	4	4	77612			
Q9UKK3	2	2	94135			
Q9BQI0	2	2	83966			
P27169	3	3	52237			
Q9Y3C8	1	1	67879			
Q92673	1	1	1693			
Q3YEC7	2	2	62277			
P27695	8	9	486138			
P14174	5	6	302931			
P29590	6	6	238538			
P20591	5	5	61967			
P63220	2	2	55190			
Q96CW1	3	3	95526			
Q96RQ3	12	12	113292			
P52272	19	20	330931			
Q9NZM1	29	29	391475			
Q8N8A6	1	1	671174			
Q08J23	2	2	30528			
P07919	1	1	4822			
Q8NDH3	3	3	77445			
P14406	2	2	567181			
P10155	3	3	171901			
Q9UEE9	1	1	46242			
P01611	1	1	1727			
Q9BVM4	2	2	23945			
Q9H444	5	6	56436			
Q8N6T3	1	1	4941			
P98082	10	11	180386			
P00488	17	17	198195			
Q9H8H3	2	3	73219			
Q96CM8	13	18	39379			
O14639	1	1	26534			
P60866	2	2	250121			
Q9BPX5	3	3	114057			
Q9BUR5	4	4	49080			
O14964	1	1	22371			
P54868	12	13	102010			
P18827	1	1	24043			
O15085	1	1	116639			
O00159	28	31	264544			
O14745	14	17	229292			
P04733	2	2	4442			
Q15459	4	4	69840			
Q99447	7	7	67209			
P51608	4	4	67854			
P43307	3	3	115301			
Q7Z478	1	1	8014			
Q709F0	7	7	95389			
Q9BWH2	3	3	113295			
O00330	6	6	431042			
Q9NUI1	2	2	52770			
Q92547	1	1	5732			
Q15149	170	188	746734			
P20073	8	9	178539			
Q5JTH9	1	1	11984			
Q14011	4	4	57643			
Q9Y570	2	2	83979			
O00429	11	12	127153			
Q9P2D7	1	1	290187			
Q05639	3	3	217510			
Q6IBS0	4	4	104342			
Q9P2R3	2	2	46324			
Q9BRT3	1	1	20017			
P04350	2	2	20336			
Q15067	7	7	174980			
Q6ZU35	1	1	118743			
Q8NBN7	7	8	229883			
Q9Y3D9	4	4	116391			
Q93008	2	2	23537			
Q13627	1	1	4171			
P18583	1	1	106702			
Q8ND23	1	1	15811			
Q5VYY1	1	1	10704			
Q8IV08	4	4	104017			
P17050	3	3	101134			
O75083	18	24	323536			
P01591	2	2	41688			
P16083	12	17	132011			
Q96AT9	1	1	7592			
Q8TEM1	1	1	12807			
P00338	17	22	1875217			
O60832	1	1	18235			
O75340	4	5	57606			
Q92882	2	2	75419			
Q9H0T7	2	2	104976			
P49773	4	6	267959			
P13929	1	1	6782			
Q16854	1	1	13786			
Q92845	1	1	38278			
Q2TAA2	4	4	177571			
Q9BW91	2	2	24837			
Q13098	2	2	23385			
P08183	4	4	88610			
P06396	22	31	241413			
Q6UXV4	2	3	56331			
P06702	3	3	50271			
Q9NV70	1	1	18616			
P54652	6	6	123558			
Q9H773	5	5	209542			
Q12805	2	2	27251			
P07355	6	9	1169220			
P07602	4	4	181326			
Q96EY8	2	2	39135			
P43121	6	7	77707			
P62829	2	2	177209			
Q15063	29	42	100298			
P10586	1	1	64145			
O14818	3	3	109393			
P38919	6	7	131683			
Q8NC51	4	4	70101			
Q9UI30	1	1	8612			
Q9NX40	6	9	142992			
Q5R3I4	7	7	74931			
Q16595	1	1	30762			
P55058	2	3	38549			
P00747	5	7	111135			
Q13200	12	13	49294			
Q8TAD7	1	1	3834			
P26368	4	5	171132			
P52209	10	11	136825			
P22792	2	2	79684			
Q8N465	1	1	18487			
Q13464	1	1	27656			
Q8IXM3	2	2	18054			
Q96A19	1	1	35228			
Q96EG3	1	1	31896			
P33991	1	1	2172			
Q99873	2	2	98511			
P55957	1	2	2552			
P15941	1	1	21922			
Q9Y2S7	5	5	72237			
Q9H6Z4	1	1	31322			
Q9Y6M9	3	3	47098			
Q969X1	1	1	24839			
P35221	20	22	153380			
Q92947	8	10	78582			
O75717	1	1	22201			
Q9H9S4	1	1	22095			
Q8IWE2	3	3	30824			
P46781	8	8	249325			
P01625	2	2	64295			
Q14694	1	1	74099			
O95810	9	10	128586			
O00468	25	29	275161			
Q969V6	1	1	46091			
Q99627	3	3	49535			
Q9NQC3	4	4	131574			
P05387	7	10	376779			
P02679	16	23	250680			
Q8NCN5	6	6	133340			
Q8NFW8	3	3	22328			
Q6PGP7	1	1	4393			
P46926	5	6	149466			
Q9NTX5	7	7	51628			
P83731	3	3	271230			
Q02083	1	1	20730			
Q9P2E9	31	34	559981			
P35659	2	2	53186			
Q9Y3A5	2	2	95073			
Q96R05	2	2	37440			
Q96AE4	7	7	136939			
Q16222	5	5	69259			
Q9UFN0	6	7	73149			
Q9NVH6	1	1	23753			
P61758	2	2	28359			
Q14847	11	11	292371			
P01861	2	3	73823			
Q16798	3	3	8128			
P03886	1	1	73068			
O14933	2	2	32985			
P31948	17	17	221394			
P47914	2	2	150321			
Q08623	1	1	19099			
P61081	3	3	92046			
Q86TI2	1	1	9583			
Q9H4A6	1	1	9703			
P20933	3	3	42797			
Q13501	4	4	18058			
P18669	6	9	426208			
P47756	8	8	132727			
P20962	5	7	169957			
P09496	4	4	195642			
P14927	6	7	466864			
P46779	3	3	108297			
O14880	1	1	33174			
P37840	3	4	45522			
Q06210	5	5	66786			
P63172	1	1	12758			
Q9NPF4	1	1	20147			
Q14978	2	2	44787			
Q99426	4	4	71741			
Q92530	3	3	97102			
O15212	3	3	61881			
P41240	2	2	35754			
Q14244	2	2	243707			
P00915	15	24	240198			
P53999	2	2	282194			
Q96FF7	1	1	11854			
P39687	3	3	355522			
P15880	7	7	156013			
Q14767	1	1	44997			
Q9BSH4	3	3	87319			
Q562R1	3	4	4175040			
Q6UWM9	4	4	51337			
Q9ULH4	1	1	4393			
Q9NRX2	1	1	24705			
Q8N8N7	7	7	110641			
P09601	3	3	23128			
P08311	2	2	306796			
O75534	2	2	28268			
P51397	1	1	16519			
Q9NUM4	1	1	14283			
Q9BUL8	2	2	101180			
Q6UB99	1	1	24202			
P05109	1	1	12429			
P08581	1	1	14007			
Q6IN84	1	1	12736			
P82980	4	5	67166			
P33316	2	2	23764			
Q07075	7	7	267644			
Q3ZCQ8	5	5	40730			
P49593	4	4	95741			
O75191	2	2	33658			
Q9NVI7	2	2	20955			
Q8TDQ7	1	1	14509			
Q01844	2	2	56306			
Q99735	1	1	15046			
P05062	19	29	223915			
Q00577	6	7	128572			
P20472	6	6	60732			
Q8N0W3	2	2	46232			
Q14112	19	26	767105			
P10619	3	3	51365			
P05107	2	2	27601			
P35268	2	2	187117			
P13489	5	6	300264			
Q7L099	1	1	20544			
Q9BV40	2	2	57631			
Q8N1G4	8	9	97328			
P00167	5	9	355201			
Q13867	2	2	80517			
Q14117	6	8	75411			
Q53GQ0	4	4	270947			
Q14728	1	1	2315			
P30837	20	25	281208			
P02741	4	5	368311			
Q9UJZ1	12	15	126012			
Q96C90	2	2	9958			
P24311	1	1	17741			
P08473	23	25	78052			
P14618	35	54	2226940			
Q8WX93	6	6	55477			
Q05519	1	1	6713			
Q9NUP9	1	1	87214			
Q96Q06	37	39	123316			
Q7LFX5	1	1	8630			
Q9UNZ2	10	12	151297			
Q9Y399	1	1	3511			
P08572	6	7	318755			
P22830	6	7	98599			
Q9NY15	3	3	43866			
O43760	2	2	83844			
P22352	8	10	126860			
P26639	7	8	107616			
O60568	15	21	108741			
P22105	14	14	233753			
Q9NR30	1	1	7016			
Q9H993	1	1	11598			
P80748	1	1	8390			
P61970	2	2	236713			
P40939	38	51	567088			
P05093	3	3	14883			
Q9NTJ4	2	2	19015			
P12236	1	1	159335			
Q07021	9	11	89435			
Q9H8L6	6	6	51960			
Q9H0E2	6	6	101576			
Q86SX6	1	1	43667			
P06681	2	2	28759			
Q8TE77	1	1	25233			
Q6I9Y2	1	1	92851			
P59998	5	5	308197			
P04424	11	12	163500			
O14980	2	2	13558			
Q8N573	1	1	9397			
P07451	4	4	45885			
Q9Y265	9	10	222144			
P07902	1	1	20376			
Q17RC7	1	1	107426			
P23368	3	3	124769			
P16435	6	6	64474			
P82914	1	1	28274			
P26885	2	2	106644			
Q9BXN1	7	8	60103			
Q9NYK5	1	1	24663			
Q15056	3	3	33383			
Q9P015	3	3	29292			
Q8NFH5	1	1	5797			
Q9NZD4	2	2	23743			
Q6NY19	2	2	27153			
P39656	6	6	167422			
Q9UIJ7	16	19	188657			
Q9BXS5	5	5	45767			
P61163	4	7	88828			
O00244	1	1	45969			
Q93100	1	1	55191			
P19367	15	16	155843			
P07942	31	36	882355			
Q9UHX1	4	4	52500			
P14635	1	1	18757			
Q5VYK3	2	2	11334			
Q9NVJ2	4	4	73651			
P04179	18	32	358775			
Q9BZZ5	5	6	103600			
O75251	3	3	83852			
Q9NVZ3	3	3	46022			
Q9UDY2	1	1	5722			
P51178	1	1	36638			
Q9C0C9	1	1	18519			
P07357	2	2	32686			
Q09028	2	2	107783			
P53618	8	9	117205			
O60669	1	1	4615			
P27348	6	8	265200			
P48751	1	1	4292			
O75380	4	4	32547			
P21291	9	10	86191			
Q93091	1	1	12614			
Q9UBT2	1	1	37834			
Q8N0X7	1	1	7540			
Q9BUH6	1	1	33291			
Q16270	3	4	510322			
P29622	1	1	7119			
P12955	13	14	142259			
Q08AH3	6	9	60782			
O95861	2	2	78499			
Q15349	1	1	74378			
Q96FQ6	2	2	19409			
O60547	1	1	15490			
Q96KN1	5	5	134954			
P35442	5	5	69746			
Q10713	4	4	77959			
Q9NRG7	3	4	43522			
Q9NR64	1	1	10481			
Q9UBC2	3	3	29178			
P62750	3	3	188775			
Q658N2	1	1	11044			
Q13268	12	16	149733			
Q15848	1	1	9779			
Q14980	8	8	52021			
Q5RKV6	1	1	6347			
P51570	9	9	100127			
Q12905	9	9	292451			
P06331	1	1	47555			
A3KMH1	13	13	93241			
P56182	1	1	193600			
Q9ULP9	2	2	42813			
P31150	7	8	115598			
P15144	36	41	108113			
P00751	16	17	151641			
P99999	9	12	683763			
P04083	19	27	373651			
P13761	1	1	15989			
P62158	9	11	743071			
Q9BXJ9	1	1	180422			
P02511	16	25	2007872			
Q96CS3	2	2	50447			
P36955	12	12	200957			
Q15119	2	2	36672			
P57764	3	3	55479			
Q6XQN6	11	11	148258			
P61960	4	5	87603			
Q9Y5B9	1	1	3624			
P49458	2	2	111228			
Q92616	19	21	93210			
P46977	1	1	56255			
P48723	1	1	23447			
Q15642	1	1	39768			
O75396	7	7	166587			
Q9BSE5	9	12	105307			
P51649	9	11	96799			
Q99471	2	2	31980			
P10768	8	10	254543			
Q9H9P8	4	4	130131			
Q6NUM9	2	2	23127			
Q9NXA8	2	2	15471			
Q8N5G0	1	1	36631			
P49321	2	2	74743			
P01877	1	1	18386			
P09467	13	19	79737			
Q16822	26	34	100052			
Q9H0R4	3	3	20969			
Q9UDX5	4	4	227386			
O43488	6	7	240850			
P37108	5	6	178706			
Q08379	1	1	12366			
Q08AM6	6	6	118629			
O43598	4	5	153561			
O15382	11	13	152386			
Q01105	8	9	237541			
Q9Y547	2	2	32184			
P01024	77	101	393786			
P12268	5	5	113686			
P27824	16	21	181086			
Q15262	2	2	59994			
Q12768	2	2	22775			
P49821	10	11	98676			
Q9H2G2	2	2	18561			
P40925	13	16	979208			
O95777	3	3	131380			
P04843	19	20	101693			
Q8IXI1	2	2	67917			
Q9BS40	2	2	50447			
P22695	17	26	351658			
Q9HB07	2	2	77607			
Q9Y6M1	1	1	13094			
Q9UJU6	8	8	62573			
P62263	4	4	121785			
Q9H0A0	1	1	4701			
Q14192	2	2	47620			
O75911	1	1	19496			
P31946	6	9	533150			
P50416	4	4	41297			
Q5T3F8	1	1	149938			
P05141	3	3	573083			
P30566	4	4	76071			
P61769	2	2	43704			
Q14344	2	2	35927			
P60842	7	7	280925			
Q9NTG7	2	2	79038			
P00492	7	7	134086			
Q96L92	3	3	64032			
O00203	11	11	161338			
Q9BXW7	1	1	64653			
O00161	1	1	22720			
Q969G5	4	4	47494			
Q16795	10	11	69985			
P35232	16	21	591430			
P17252	4	4	93926			
P61981	8	11	321995			
B1AJZ9	2	2	149692			
Q9P2T1	1	1	128199			
P02144	2	2	33700			
O14979	3	3	101292			
P15291	1	1	14739			
Q13162	7	8	110178			
Q6PKG0	1	1	850			
P10644	8	8	106703			
P62877	1	1	210408			
O75110	2	2	17486			
Q9NZI5	1	1	25080			
P56537	4	4	267777			
P09669	2	2	226897			
P49411	18	25	962185			
P06132	1	1	13147			
P02747	4	5	80771			
P30520	1	1	19839			
P17844	8	8	152743			
Q9Y230	9	9	243355			
Q9BWX5	1	1	49522			
P55884	8	8	68789			
P26583	2	2	84559			
Q02127	7	7	94107			
O95822	9	9	113863			
P30622	4	4	68287			
P05023	19	25	150479			
Q9BY44	1	1	18055			
P67809	5	5	45517			
P06737	14	17	114403			
O15143	5	6	98165			
Q96DG6	10	13	359029			
P62820	6	7	43641			
Q99807	1	1	12404			
Q8N3K9	1	1	56231			
P23528	5	6	428539			
Q01432	1	1	1853			
Q8WUH6	2	2	50115			
P00367	14	19	478127			
P04207	1	1	3712			
Q9Y6R1	8	8	75861			
Q03519	1	1	19415			
Q9ULH7	1	1	16937			
P02654	3	3	92890			
P35606	14	15	104408			
Q96C23	7	8	285422			
Q6GMV3	2	2	78279			
P84085	2	2	33446			
Q93050	6	7	54340			
Q7Z7H5	1	1	21960			
O75525	2	2	378283			
Q16851	17	19	151049			
O95202	9	9	91215			
Q96KP1	2	2	87647			
P02655	3	3	61719			
P56385	4	4	413812			
P25311	7	10	87448			
P78347	3	3	26324			
P50995	14	15	226492			
Q9UKF6	1	1	22801			
P36542	13	16	352994			
P05362	7	7	126655			
Q9UPQ9	1	1	7499			
Q9C0J9	1	1	411889			
Q5T7N2	1	1	253372			
O43776	7	7	108036			
P52907	4	5	128341			
O75489	14	16	103995			
P19525	3	3	24705			
Q9UKK9	3	3	133089			
Q9BRF8	7	7	102549			
Q9H061	1	1	12479			
Q9UL46	11	15	265738			
Q92597	10	16	161260			
Q9UBX3	6	6	59483			
Q9H1C7	1	1	37331			
P34932	14	15	88426			
Q13113	2	3	49469			
Q8IVH4	2	2	34139			
P04233	3	3	59823			
Q9BWM7	5	5	92619			
P08727	20	27	350681			
P02768	49	71	11259160			
P12270	5	5	33118			
Q9H0N5	2	2	106455			
Q13510	12	13	102901			
P19440	2	2	79085			
Q15257	5	6	175622			
Q9UHD9	1	1	5421			
P26447	3	3	76579			
P23141	6	6	25994			
O00442	2	2	45594			
O76074	1	1	427728			
Q96NB2	8	8	226303			
Q15911	2	2	253306			
Q969E2	1	1	11204			
P16662	5	6	85208			
P48556	3	3	91970			
P55209	3	4	74408			
Q13131	2	2	59230			
P04216	2	2	143179			
O15305	3	3	92822			
Q07955	7	7	343287			
Q14106	1	1	5619			
Q9UNF0	5	7	263106			
Q15819	1	1	3417			
O60469	1	1	246712			
O95817	2	2	83833			
O95674	1	1	2228			
Q9H910	2	2	116350			
O75356	8	8	55671			
Q13630	4	4	71115			
Q02818	7	7	112760			
O00560	2	2	15029			
P54920	8	8	56065			
Q9H0U4	1	1	13285			
O14936	5	5	94197			
O95352	1	1	28657			
P51688	2	2	49970			
O14787	1	1	4651			
O75643	6	6	43323			
Q9UKS6	1	1	13769			
P54687	1	1	17461			
Q9Y2R9	1	1	28193			
Q14151	1	1	35289			
P21926	3	3	78726			
Q9P0L0	2	3	217397			
Q16718	4	6	67070			
Q15691	5	6	391932			
O14579	4	4	42336			
Q9UJC5	1	1	13284			
P28676	3	3	44495			
P15559	3	3	60857			
Q13148	6	6	74782			
P02462	2	3	75638			
Q13469	1	1	23149			
P23526	13	15	241503			
O43295	1	1	27020			
Q9UM22	1	1	32187			
Q53HC9	1	1	34482			
Q99538	2	4	22255			
P02730	15	19	71387			
Q9UBV8	2	2	36475			
Q9H832	1	1	9348			
P30050	3	4	196754			
P68402	2	3	279890			
P43490	14	14	214003			
P41222	3	4	40398			
Q01658	1	1	44242			
Q9UHD2	1	1	18198			
P38646	33	43	651378			
O14737	4	5	132127			
O15173	4	4	89171			
Q8NBF2	2	2	31350			
O00763	3	3	14296			
Q9NUB1	8	8	44113			
Q14498	2	2	53375			
P30049	4	7	413239			
O75494	2	2	54205			
Q9BUT1	6	7	303141			
O60234	1	1	15064			
Q86U28	3	3	46550			
Q92542	2	2	34489			
Q9BWW8	1	1	7291			
Q7L1Q6	2	2	42162			
P35251	1	1	58181			
P11166	2	2	53533			
Q15293	9	9	142907			
O95298	1	1	143192			
O15229	1	1	16050			
Q16836	17	23	281865			
P57088	1	1	33411			
O60888	2	3	67849			
Q92841	9	9	146113			
P34949	7	7	60952			
P46063	5	5	69955			
Q15555	1	1	14340			
P09211	11	19	154035			
Q9Y276	4	4	52690			
Q9NPJ3	3	4	120355			
Q9HDC9	10	10	167575			
P08758	19	24	767899			
Q6UVK1	3	3	38104			
Q99424	5	5	47876			
P51665	4	5	61530			
P23246	10	10	114993			
Q96T51	2	2	7468			
P01042	7	9	466881			
P25685	4	4	141560			
Q9NP72	3	3	120724			
Q5XKP0	1	1	6532			
Q13838	3	3	38880			
P42025	4	4	39987			
O60884	6	6	106009			
Q9UKM9	5	5	156229			
Q9BXD5	4	4	26710			
P62745	1	1	2571			
Q5T6V5	2	2	28761			
Q99459	3	3	84023			
P22061	6	6	131821			
Q96C19	6	6	121788			
Q15404	10	12	102567			
Q8ND30	1	1	2734			
Q13825	7	7	255581			
P11177	13	16	322079			
Q9BX68	5	8	247935			
Q8TCT9	1	1	23133			
Q99747	2	2	28561			
Q9NQR4	9	9	216716			
P07196	1	1	12563			
Q9NR50	1	1	31127			
Q8WTV0	1	1	18092			
Q5QP74	1	1	138020			
O75964	4	5	275966			
P17152	1	1	21693			
P12429	14	15	487759			
Q96CD0	1	1	12117			
P07686	11	14	144189			
Q15286	2	2	24494			
Q01469	4	4	125426			
P07203	7	7	256483			
Q32MZ4	7	7	97409			
P62304	1	1	13936			
Q9Y2Q3	11	14	182554			
P52815	4	4	98624			
P50053	6	8	202212			
Q9BTM9	1	1	17826			
Q8NEZ5	1	1	27244			
O43747	8	9	125084			
Q13151	5	5	71138			
P30047	2	2	36729			
Q96GK7	3	4	66763			
P61421	6	6	87294			
Q16890	2	2	23316			
Q9BYE9	5	5	69356			
P15311	25	34	361188			
P02649	16	19	121392			
O75936	11	12	130520			
Q9NPB9	1	1	27184			
Q9BVA1	1	1	14414			
Q8N4H5	1	1	1490			
Q9Y2Z9	3	3	98953			
P23946	3	3	76286			
P47895	3	3	70624			
P55081	1	1	9135			
P43487	3	3	122372			
P14550	13	17	464281			
P51970	3	3	67626			
Q53GG5	1	1	40578			
P09972	9	10	1084966			
P07305	7	8	804662			
P05165	31	36	353711			
Q8WZA2	1	1	6867			
Q92734	8	8	190727			
O75475	3	3	49189			
P34913	11	11	183292			
P08579	1	1	9702			
P46940	35	37	163660			
Q9H0D6	1	1	8325			
Q8N142	11	12	115604			
Q15006	1	1	9637			
P25789	6	6	200217			
P62899	3	3	136206			
Q9NQH7	1	1	62042			
P06744	21	34	1037197			
P19224	4	4	86078			
P27487	17	19	222319			
P14625	29	37	615477			
P25788	6	6	111517			
P04844	11	13	88159			
Q9UGI8	4	4	70738			
Q96NG3	1	1	93026			
O00533	1	1	29640			
P22087	3	4	187841			
P48449	1	1	8232			
Q12906	12	14	208912			
Q9UJ68	5	5	61272			
P61009	3	3	66040			
O43390	5	5	84275			
P49903	1	1	10070			
Q9GZS3	2	2	36116			
P01598	1	1	29079			
Q8IWW8	1	1	23741			
P49748	33	39	324323			
Q96IZ0	1	1	8363			
P61160	8	9	118710			
Q9BYD3	3	3	30199			
Q9H078	3	3	43469			
Q9BXK5	6	6	54028			
P54578	7	7	211147			
P08603	7	8	76449			
Q96PU8	2	2	66013			
A0MZ66	1	1	30727			
P19404	6	7	82513			
Q9Y5J6	1	1	3137			
P60228	5	5	246942			
P27449	1	1	30656			
P06730	3	3	51565			
Q8NE86	3	3	257786			
Q9Y5Y6	1	1	61534			
Q15833	2	3	20743			
P62857	5	5	143960			
P16422	1	1	12982			
P02786	8	8	59844			
Q9Y584	1	1	35553			
Q27J81	6	6	22686			
P43243	12	13	71283			
Q9C040	5	5	47651			
Q92538	1	1	9805			
P0C0L4	2	2	62200			
Q9NZL4	1	1	22793			
Q9Y597	1	1	1591			
Q96EY7	2	2	57895			
P24821	43	54	510156			
Q9Y6Y8	5	5	56032			
O95865	8	10	141334			
Q9BXX0	2	2	38065			
Q8N5M1	5	5	41648			
Q9HC38	9	10	534137			
Q13217	2	2	27688			
Q13185	3	3	69947			
Q9UPN3	1	1	18076			
P67775	1	1	15993			
Q70UQ0	6	6	77795			
Q9BZF9	1	1	12316			
P18754	1	1	19380			
P52594	1	1	29244			
O95831	28	34	288575			
P15104	2	2	45692			
P05413	7	9	197880			
Q9BRQ6	1	1	840			
Q9NRV9	7	9	172289			
O60656	1	2	45541			
Q5HYI8	2	2	186174			
P32969	4	5	142656			
Q15717	7	7	112977			
P28062	4	5	111369			
Q14008	1	1	8202			
P02750	8	9	137536			
O94925	16	18	111150			
P55290	4	4	67243			
P07099	11	11	192622			
Q16864	6	8	145328			
P11940	1	1	117272			
Q14061	1	1	35653			
Q92552	6	6	47577			
Q9Y6K5	1	1	11922			
Q9Y2T3	22	26	345168			
P19022	1	1	9964			
Q13884	6	7	88722			
Q9BTZ2	2	2	57800			
P26440	13	15	401632			
P05090	4	4	83708			
Q9NQ50	1	1	8505			
Q14258	3	3	46514			
Q15036	1	1	18920			
Q9H3P7	1	1	6845			
P62266	5	5	148479			
P31942	6	8	112593			
P33151	1	1	6434			
Q9BWD1	2	2	77796			
Q9UI08	1	1	1815			
P23919	2	2	75812			
P78344	1	1	14187			
Q9H553	1	1	15785			
Q9Y624	2	2	52141			
Q8IW45	3	3	69799			
P35222	8	8	42222			
Q9BSA4	1	1	95545			
O95786	1	1	6146			
P01781	2	2	76061			
Q13561	12	14	203718			
Q99439	2	3	29465			
Q969I3	4	4	116794			
Q8NFD5	1	1	10157			
P48444	9	10	97169			
O75674	1	1	26458			
O95222	1	1	9064			
Q99653	2	2	56513			
Q99685	3	4	39731			
Q9Y2R0	3	3	83388			
P22059	6	6	62205			
Q14155	1	1	209174			
P46782	4	4	71998			
Q96RP9	6	6	89494			
Q00765	3	4	61939			
P09525	28	39	492072			
P54619	4	4	62400			
O75438	1	1	35319			
P49247	1	1	102220			
P24539	15	19	248947			
Q9NNW7	7	7	89961			
P49720	3	5	103515			
Q8NCW6	1	1	18309			
Q9Y5Z4	6	6	147605			
O60613	1	1	7222			
O95232	1	1	12656			
Q15493	1	1	8133			
Q96EL3	1	1	8726			
O00217	5	5	67153			
Q8N0X4	11	11	107583			
P49590	2	2	51594			
P33992	1	1	12009			
Q9BQG0	1	1	14660			
Q6JQN1	5	5	43594			
Q96F07	1	1	166153			
P51648	7	8	64197			
Q02878	11	14	281784			
Q13596	6	6	62079			
P43155	9	9	89259			
P19827	13	15	173891			
P33240	2	2	103696			
Q14019	8	9	143266			
Q96BW5	7	7	64053			
P01619	1	1	19524			
Q9P2J5	14	14	78919			
Q96PK6	2	2	25247			
P48426	1	1	7995			
Q8ND07	1	1	9808			
P10109	2	2	50883			
Q9NZ08	7	7	76016			
Q13084	1	1	5580			
O15400	3	3	49500			
P43897	5	5	110056			
Q99729	3	3	72946			
Q9H477	5	5	87644			
O76070	3	3	64697			
P31937	12	16	217465			
P63173	3	3	144741			
P61086	1	1	35113			
P31947	1	1	29013			
P04632	6	7	259166			
P10636	9	11	146930			
P12074	2	4	93761			
Q3LXA3	18	25	107140			
P51398	2	2	32981			
P41250	9	10	122259			
Q86Y56	1	1	3045			
Q9NPH2	5	5	309923			
P24158	3	3	43713			
P30043	8	10	183173			
Q8N5N7	4	4	233165			
Q9Y2Z0	2	2	90855			
Q8IY17	1	1	25877			
P62280	4	4	412735			
Q13976	1	1	7904			
Q9UHG3	12	14	129754			
P00738	10	13	298575			
P78417	9	9	198632			
O75844	1	1	3633			
P46776	2	2	306569			
P08236	5	5	108503			
O75880	3	3	95203			
P07384	20	20	271726			
P08397	1	1	4029			
Q14956	4	4	50996			
Q13425	1	1	41909			
Q96QF0	1	1	17864			
O00264	5	5	71402			
Q16587	1	1	342333			
P55769	3	4	207500			
Q86TI0	1	1	1755			
Q9BXR0	1	1	45650			
Q9NSE4	18	19	138491			
Q15031	3	3	76060			
Q96T76	1	1	2466			
Q9UQ90	1	1	43674			
O14874	2	2	61826			
O43237	7	7	68132			
P50148	1	1	6199			
P08575	1	1	30860			
P39210	1	1	5883			
P13671	3	4	41956			
P07911	12	13	126644			
Q9BSH5	6	7	159262			
P09668	4	5	154504			
Q9Y4G6	8	8	92491			
Q13188	1	1	7449			
Q9H4G0	7	7	79952			
Q9Y619	3	3	27733			
Q9GZP8	1	1	3854			
P23434	1	1	43187			
O00479	1	1	14965			
Q96IX5	3	3	79382			
O43708	1	1	5347			
O75521	9	11	62021			
P82664	1	1	41777			
P82933	1	1	25682			
O94903	4	4	112090			
Q9NSY0	2	2	21917			
Q15435	6	7	88537			
P08865	9	11	296745			
Q10567	13	13	554372			
O94826	6	7	255270			
P54802	4	4	29752			
O60902	1	1	59562			
P25398	2	2	93004			
O95373	1	1	61230			
Q8NC56	2	2	18360			
Q8WWY3	1	1	29895			
Q96M27	4	5	44487			
Q8TD55	2	2	42026			
P09914	1	1	18051			
P62913	2	3	141537			
P20810	5	5	114439			
Q6UWR7	3	3	57436			
Q8WW52	3	4	51275			
P61225	1	1	7117			
P53992	5	5	35830			
P14314	10	10	140716			
O00748	11	15	84020			
P23378	6	6	79327			
Q96Q11	1	1	36525			
Q9Y281	1	2	20579			
P05156	4	4	66350			
P26640	11	11	64660			
O00469	17	21	83230			
Q15185	3	3	216605			
Q8NBF6	1	1	32019			
P56556	4	4	74629			
Q8WTS1	1	1	14962			
P09110	10	12	75629			
Q15327	1	1	4448			
P36873	2	2	66604			
Q9UHQ9	4	4	102273			
P00352	24	35	1220390			
P04406	31	48	3105740			
P27635	1	1	19523			
P55327	9	11	59749			
O14975	6	6	56613			
Q15582	20	27	797206			
P45954	13	18	177950			
Q92900	3	3	35734			
O00754	2	2	29381			
P07108	5	8	91322			
P11766	11	16	340884			
P35813	2	2	62031			
P27105	6	6	45431			
P50570	3	3	137933			
P12110	17	20	363376			
Q9Y6C9	6	8	103219			
Q02928	5	5	42661			
Q9BW92	3	3	89378			
P20774	10	12	70396			
P68371	2	2	164973			
Q07866	1	1	20851			
Q00839	11	14	291112			
O15061	1	1	9399			
Q9BQA1	1	1	44166			
Q9NQW7	6	6	69060			
Q92665	1	1	4904			
P46109	2	2	90909			
O14529	1	1	33841			
Q93009	3	3	21075			
P56181	1	1	20355			
Q96F10	1	1	54937			
Q15027	1	1	33460			
P05546	7	7	55408			
P26373	7	7	163930			
Q00169	1	1	23943			
Q9Y237	1	1	3848			
P05230	1	1	2981			
Q05469	11	11	248501			
