prot	pepSeqNum	tgNum	guot_L130410_025c_SW		
Q9H0N0	1	1	1355		
P01834	8	11	1491320		
O95436	1	1	920		
Q86VU5	1	1	630		
Q9NP58	1	1	117110		
Q4VC31	2	2	33293		
Q9H2M3	11	11	170405		
Q08380	9	11	38524		
Q9UEY8	9	9	26176		
O95870	1	1	12706		
Q9BY32	1	1	3516		
P20645	3	4	20167		
O95372	1	1	4254		
Q9UK22	1	1	3912		
O95400	1	1	6875		
P30048	8	10	279770		
Q13418	5	5	42303		
Q9BW30	2	2	20014		
Q9HAV7	3	3	81035		
Q15428	2	2	6115		
P39060	21	31	89778		
P60660	7	8	177628		
Q9UH65	2	2	23324		
Q15118	2	2	38111		
Q8N4P3	1	1	1442		
Q9P0J1	4	4	22184		
Q04917	8	11	30535		
Q9Y2J2	13	14	41895		
Q96PE7	1	1	23552		
Q9Y4F1	11	11	55508		
Q9H3Y8	1	1	290		
Q8IZ83	4	4	18570		
Q9NWV8	1	1	1918		
O75821	4	4	63631		
Q9UKK3	2	2	50222		
Q9BQI0	2	2	13120		
P27169	3	3	67687		
Q9Y3C8	1	1	14244		
Q92673	1	1	842		
Q3YEC7	2	2	15414		
P27695	8	9	128952		
P14174	5	6	54213		
P29590	6	6	189006		
P20591	5	5	23211		
P63220	2	2	38800		
Q96CW1	3	3	30150		
Q96RQ3	12	12	37931		
P52272	19	20	639116		
Q9NZM1	29	29	56488		
Q8N8A6	1	1	772332		
Q08J23	2	2	10600		
P07919	1	1	3615		
Q8NDH3	3	3	35965		
P14406	2	2	119087		
P10155	3	3	69326		
Q9UEE9	1	1	14508		
P01611	1	1	7865		
Q9BVM4	2	2	34108		
Q9H444	5	6	15058		
Q8N6T3	1	1	1051		
P98082	10	11	47525		
P00488	17	17	81462		
Q9H8H3	2	3	42199		
Q96CM8	13	18	36536		
O14639	1	1	4793		
P60866	2	2	98215		
Q9BPX5	3	3	44711		
Q9BUR5	4	4	31411		
O14964	1	1	9380		
P54868	12	13	108023		
P18827	1	1	4393		
O15085	1	1	222211		
O00159	28	31	166215		
O14745	14	17	20261		
P04733	2	2	990		
Q15459	4	4	25480		
Q99447	7	7	105147		
P51608	4	4	34961		
P43307	3	3	43590		
Q7Z478	1	1	2322		
Q709F0	7	7	43663		
Q9BWH2	3	3	32139		
O00330	6	6	61575		
Q9NUI1	2	2	22265		
Q92547	1	1	2315		
Q15149	170	188	62045		
P20073	8	9	45261		
Q5JTH9	1	1	2145		
Q14011	4	4	36813		
Q9Y570	2	2	43983		
O00429	11	12	49646		
Q9P2D7	1	1	303476		
Q05639	3	3	84851		
Q6IBS0	4	4	71061		
Q9P2R3	2	2	18870		
Q9BRT3	1	1	9416		
P04350	2	2	13758		
Q15067	7	7	54049		
Q6ZU35	1	1	15690		
Q8NBN7	7	8	38158		
Q9Y3D9	4	4	93147		
Q93008	2	2	23618		
Q13627	1	1	1073		
P18583	1	1	82634		
Q8ND23	1	1	6814		
Q5VYY1	1	1	5505		
Q8IV08	4	4	39802		
P17050	3	3	19040		
O75083	18	24	82582		
P01591	2	2	59350		
P16083	12	17	157279		
Q96AT9	1	1	4567		
Q8TEM1	1	1	7140		
P00338	17	22	347680		
O60832	1	1	5391		
O75340	4	5	28354		
Q92882	2	2	32135		
Q9H0T7	2	2	197864		
P49773	4	6	89583		
P13929	1	1	1694		
Q16854	1	1	6785		
Q92845	1	1	12374		
Q2TAA2	4	4	37978		
Q9BW91	2	2	9377		
Q13098	2	2	11326		
P08183	4	4	19133		
P06396	22	31	212339		
Q6UXV4	2	3	37456		
P06702	3	3	79977		
Q9NV70	1	1	3819		
P54652	6	6	38878		
Q9H773	5	5	32790		
Q12805	2	2	14994		
P07355	6	9	476022		
P07602	4	4	40882		
Q96EY8	2	2	32958		
P43121	6	7	49936		
P62829	2	2	54623		
Q15063	29	42	89530		
P10586	1	1	15591		
O14818	3	3	45308		
P38919	6	7	32338		
Q8NC51	4	4	20190		
Q9UI30	1	1	1881		
Q9NX40	6	9	178028		
Q5R3I4	7	7	29374		
Q16595	1	1	9307		
P55058	2	3	13929		
P00747	5	7	118875		
Q13200	12	13	25726		
Q8TAD7	1	1	730		
P26368	4	5	49162		
P52209	10	11	103637		
P22792	2	2	64166		
Q8N465	1	1	9563		
Q13464	1	1	9951		
Q8IXM3	2	2	11392		
Q96A19	1	1	190817		
Q96EG3	1	1	6676		
P33991	1	1	1050		
Q99873	2	2	30319		
P55957	1	2	970		
P15941	1	1	7707		
Q9Y2S7	5	5	40709		
Q9H6Z4	1	1	4327		
Q9Y6M9	3	3	35870		
Q969X1	1	1	53317		
P35221	20	22	39530		
Q92947	8	10	46439		
O75717	1	1	6066		
Q9H9S4	1	1	3572		
Q8IWE2	3	3	23579		
P46781	8	8	297968		
P01625	2	2	32920		
Q14694	1	1	10072		
O95810	9	10	169691		
O00468	25	29	60977		
Q969V6	1	1	611		
Q99627	3	3	21689		
Q9NQC3	4	4	133312		
P05387	7	10	99753		
P02679	16	23	1678355		
Q8NCN5	6	6	53646		
Q8NFW8	3	3	6083		
Q6PGP7	1	1	2837		
P46926	5	6	33860		
Q9NTX5	7	7	61343		
P83731	3	3	53114		
Q02083	1	1	22903		
Q9P2E9	31	34	1536503		
P35659	2	2	23182		
Q9Y3A5	2	2	42949		
Q96R05	2	2	45606		
Q96AE4	7	7	32841		
Q16222	5	5	53919		
Q9UFN0	6	7	51839		
Q9NVH6	1	1	21841		
P61758	2	2	17388		
Q14847	11	11	69296		
P01861	2	3	251717		
Q16798	3	3	3834		
P03886	1	1	12890		
O14933	2	2	24222		
P31948	17	17	45805		
P47914	2	2	41345		
Q08623	1	1	3563		
P61081	3	3	58830		
Q86TI2	1	1	8892		
Q9H4A6	1	1	11823		
P20933	3	3	11049		
Q13501	4	4	559113		
P18669	6	9	96430		
P47756	8	8	90269		
P20962	5	7	32639		
P09496	4	4	34837		
P14927	6	7	160260		
P46779	3	3	29819		
O14880	1	1	6682		
P37840	3	4	99783		
Q06210	5	5	17661		
P63172	1	1	7446		
Q9NPF4	1	1	16251		
Q14978	2	2	6964		
Q99426	4	4	19270		
Q92530	3	3	31998		
O15212	3	3	9152		
P41240	2	2	43500		
Q14244	2	2	254056		
P00915	15	24	2044308		
P53999	2	2	63592		
Q96FF7	1	1	4650		
P39687	3	3	60245		
P15880	7	7	61174		
Q14767	1	1	6237		
Q9BSH4	3	3	30347		
Q562R1	3	4	1361399		
Q6UWM9	4	4	28169		
Q9ULH4	1	1	4155		
Q9NRX2	1	1	6572		
Q8N8N7	7	7	39032		
P09601	3	3	19895		
P08311	2	2	25230		
O75534	2	2	11494		
P51397	1	1	6957		
Q9NUM4	1	1	13377		
Q9BUL8	2	2	65124		
Q6UB99	1	1	10276		
P05109	1	1	10537		
P08581	1	1	6430		
Q6IN84	1	1	3437		
P82980	4	5	21635		
P33316	2	2	103628		
Q07075	7	7	104751		
Q3ZCQ8	5	5	49812		
P49593	4	4	30106		
O75191	2	2	16497		
Q9NVI7	2	2	13189		
Q8TDQ7	1	1	19656		
Q01844	2	2	41988		
Q99735	1	1	11220		
P05062	19	29	80518		
Q00577	6	7	40514		
P20472	6	6	24016		
Q8N0W3	2	2	6195		
Q14112	19	26	127324		
P10619	3	3	8410		
P05107	2	2	40165		
P35268	2	2	81930		
P13489	5	6	94138		
Q7L099	1	1	12005		
Q9BV40	2	2	26558		
Q8N1G4	8	9	37345		
P00167	5	9	250173		
Q13867	2	2	37841		
Q14117	6	8	71451		
Q53GQ0	4	4	576675		
Q14728	1	1	2061		
P30837	20	25	336394		
P02741	4	5	123580		
Q9UJZ1	12	15	18222		
Q96C90	2	2	3008		
P24311	1	1	4018		
P08473	23	25	71925		
P14618	35	54	151735		
Q8WX93	6	6	23624		
Q05519	1	1	3304		
Q9NUP9	1	1	20527		
Q96Q06	37	39	178079		
Q7LFX5	1	1	1593		
Q9UNZ2	10	12	42459		
Q9Y399	1	1	1653		
P08572	6	7	311547		
P22830	6	7	68139		
Q9NY15	3	3	14188		
O43760	2	2	41169		
P22352	8	10	90556		
P26639	7	8	25614		
O60568	15	21	475861		
P22105	14	14	34026		
Q9NR30	1	1	3843		
Q9H993	1	1	6561		
P80748	1	1	12426		
P61970	2	2	82292		
P40939	38	51	659883		
P05093	3	3	8646		
Q9NTJ4	2	2	15713		
P12236	1	1	81442		
Q07021	9	11	55475		
Q9H8L6	6	6	42225		
Q9H0E2	6	6	35873		
Q86SX6	1	1	7858		
P06681	2	2	29541		
Q8TE77	1	1	10540		
Q6I9Y2	1	1	38240		
P59998	5	5	71836		
P04424	11	12	61702		
O14980	2	2	38248		
Q8N573	1	1	4907		
P07451	4	4	44769		
Q9Y265	9	10	43926		
P07902	1	1	8452		
Q17RC7	1	1	12116		
P23368	3	3	46867		
P16435	6	6	47374		
P82914	1	1	14575		
P26885	2	2	40340		
Q9BXN1	7	8	157189		
Q9NYK5	1	1	5846		
Q15056	3	3	30800		
Q9P015	3	3	28703		
Q8NFH5	1	1	2261		
Q9NZD4	2	2	64911		
Q6NY19	2	2	9036		
P39656	6	6	69577		
Q9UIJ7	16	19	111872		
Q9BXS5	5	5	12853		
P61163	4	7	39297		
O00244	1	1	35369		
Q93100	1	1	85977		
P19367	15	16	42078		
P07942	31	36	130997		
Q9UHX1	4	4	18653		
P14635	1	1	34524		
Q5VYK3	2	2	6132		
Q9NVJ2	4	4	68516		
P04179	18	32	110108		
Q9BZZ5	5	6	124632		
O75251	3	3	48235		
Q9NVZ3	3	3	53591		
Q9UDY2	1	1	1284		
P51178	1	1	9873		
Q9C0C9	1	1	8034		
P07357	2	2	13493		
Q09028	2	2	26202		
P53618	8	9	57579		
O60669	1	1	4862		
P27348	6	8	161347		
P48751	1	1	2904		
O75380	4	4	17806		
P21291	9	10	53996		
Q93091	1	1	7585		
Q9UBT2	1	1	15975		
Q8N0X7	1	1	8595		
Q9BUH6	1	1	11606		
Q16270	3	4	15504		
P29622	1	1	11034		
P12955	13	14	47765		
Q08AH3	6	9	49118		
O95861	2	2	20358		
Q15349	1	1	27714		
Q96FQ6	2	2	16091		
O60547	1	1	53964		
Q96KN1	5	5	75365		
P35442	5	5	25486		
Q10713	4	4	30058		
Q9NRG7	3	4	28628		
Q9NR64	1	1	2565		
Q9UBC2	3	3	7817		
P62750	3	3	82921		
Q658N2	1	1	94954		
Q13268	12	16	67583		
Q15848	1	1	10487		
Q14980	8	8	19990		
Q5RKV6	1	1	2194		
P51570	9	9	38262		
Q12905	9	9	56661		
P06331	1	1	30431		
A3KMH1	13	13	61637		
P56182	1	1	163082		
Q9ULP9	2	2	31186		
P31150	7	8	104562		
P15144	36	41	29031		
P00751	16	17	220508		
P99999	9	12	193935		
P04083	19	27	211712		
P13761	1	1	5489		
P62158	9	11	252367		
Q9BXJ9	1	1	93537		
P02511	16	25	47183		
Q96CS3	2	2	20381		
P36955	12	12	60334		
Q15119	2	2	24572		
P57764	3	3	25796		
Q6XQN6	11	11	88898		
P61960	4	5	42212		
Q9Y5B9	1	1	331		
P49458	2	2	36907		
Q92616	19	21	24382		
P46977	1	1	14224		
P48723	1	1	2507		
Q15642	1	1	10320		
O75396	7	7	203449		
Q9BSE5	9	12	41622		
P51649	9	11	118361		
Q99471	2	2	14273		
P10768	8	10	101558		
Q9H9P8	4	4	50024		
Q6NUM9	2	2	24797		
Q9NXA8	2	2	6005		
Q8N5G0	1	1	9855		
P49321	2	2	21107		
P01877	1	1	74857		
P09467	13	19	55809		
Q16822	26	34	94753		
Q9H0R4	3	3	7040		
Q9UDX5	4	4	216077		
O43488	6	7	89207		
P37108	5	6	30941		
Q08379	1	1	3018		
Q08AM6	6	6	20913		
O43598	4	5	54409		
O15382	11	13	56817		
Q01105	8	9	71857		
Q9Y547	2	2	27075		
P01024	77	101	629245		
P12268	5	5	34508		
P27824	16	21	175012		
Q15262	2	2	9997		
Q12768	2	2	9229		
P49821	10	11	82097		
Q9H2G2	2	2	9906		
P40925	13	16	505307		
O95777	3	3	152338		
P04843	19	20	45830		
Q8IXI1	2	2	28364		
Q9BS40	2	2	33247		
P22695	17	26	180332		
Q9HB07	2	2	9927		
Q9Y6M1	1	1	2705		
Q9UJU6	8	8	30611		
P62263	4	4	60533		
Q9H0A0	1	1	671		
Q14192	2	2	17024		
O75911	1	1	6803		
P31946	6	9	105481		
P50416	4	4	30015		
Q5T3F8	1	1	81956		
P05141	3	3	93756		
P30566	4	4	74769		
P61769	2	2	17048		
Q14344	2	2	12922		
P60842	7	7	82148		
Q9NTG7	2	2	34747		
P00492	7	7	108989		
Q96L92	3	3	45111		
O00203	11	11	36645		
Q9BXW7	1	1	12126		
O00161	1	1	18023		
Q969G5	4	4	79544		
Q16795	10	11	102018		
P35232	16	21	204776		
P17252	4	4	24752		
P61981	8	11	213662		
B1AJZ9	2	2	21104		
Q9P2T1	1	1	40681		
P02144	2	2	59548		
O14979	3	3	45083		
P15291	1	1	23162		
Q13162	7	8	42349		
Q6PKG0	1	1	160		
P10644	8	8	83063		
P62877	1	1	9036		
O75110	2	2	10387		
Q9NZI5	1	1	38183		
P56537	4	4	33504		
P09669	2	2	117554		
P49411	18	25	137016		
P06132	1	1	860		
P02747	4	5	95152		
P30520	1	1	5552		
P17844	8	8	44948		
Q9Y230	9	9	52663		
Q9BWX5	1	1	36772		
P55884	8	8	191059		
P26583	2	2	26935		
Q02127	7	7	42581		
O95822	9	9	28163		
P30622	4	4	24159		
P05023	19	25	55474		
Q9BY44	1	1	10260		
P67809	5	5	5921		
P06737	14	17	116336		
O15143	5	6	22840		
Q96DG6	10	13	100625		
P62820	6	7	32665		
Q99807	1	1	3079		
Q8N3K9	1	1	66646		
P23528	5	6	133825		
Q01432	1	1	1793		
Q8WUH6	2	2	20569		
P00367	14	19	125865		
P04207	1	1	6965		
Q9Y6R1	8	8	46105		
Q03519	1	1	7972		
Q9ULH7	1	1	5073		
P02654	3	3	125837		
P35606	14	15	51544		
Q96C23	7	8	59873		
Q6GMV3	2	2	55403		
P84085	2	2	9380		
Q93050	6	7	288762		
Q7Z7H5	1	1	9291		
O75525	2	2	49725		
Q16851	17	19	238959		
O95202	9	9	31222		
Q96KP1	2	2	15715		
P02655	3	3	100400		
P56385	4	4	127189		
P25311	7	10	123904		
P78347	3	3	11386		
P50995	14	15	60413		
Q9UKF6	1	1	8583		
P36542	13	16	137796		
P05362	7	7	84120		
Q9UPQ9	1	1	1551		
Q9C0J9	1	1	317871		
Q5T7N2	1	1	393320		
O43776	7	7	36807		
P52907	4	5	76176		
O75489	14	16	92391		
P19525	3	3	12121		
Q9UKK9	3	3	27804		
Q9BRF8	7	7	37294		
Q9H061	1	1	14800		
Q9UL46	11	15	39182		
Q92597	10	16	31683		
Q9UBX3	6	6	47904		
Q9H1C7	1	1	43894		
P34932	14	15	49193		
Q13113	2	3	12301		
Q8IVH4	2	2	8992		
P04233	3	3	58577		
Q9BWM7	5	5	68630		
P08727	20	27	88586		
P02768	49	71	18242210		
P12270	5	5	17005		
Q9H0N5	2	2	30748		
Q13510	12	13	57567		
P19440	2	2	16983		
Q15257	5	6	93839		
Q9UHD9	1	1	1102		
P26447	3	3	125335		
P23141	6	6	35343		
O00442	2	2	9248		
O76074	1	1	1825799		
Q96NB2	8	8	58227		
Q15911	2	2	35246		
Q969E2	1	1	3836		
P16662	5	6	64409		
P48556	3	3	96223		
P55209	3	4	28700		
Q13131	2	2	46996		
P04216	2	2	47878		
O15305	3	3	48887		
Q07955	7	7	158012		
Q14106	1	1	1342		
Q9UNF0	5	7	63181		
Q15819	1	1	3149		
O60469	1	1	29168		
O95817	2	2	23876		
O95674	1	1	200		
Q9H910	2	2	18299		
O75356	8	8	15261		
Q13630	4	4	26616		
Q02818	7	7	33851		
O00560	2	2	10086		
P54920	8	8	48348		
Q9H0U4	1	1	21857		
O14936	5	5	15846		
O95352	1	1	20929		
P51688	2	2	29726		
O14787	1	1	160		
O75643	6	6	39610		
Q9UKS6	1	1	3874		
P54687	1	1	9255		
Q9Y2R9	1	1	12795		
Q14151	1	1	15750		
P21926	3	3	65579		
Q9P0L0	2	3	100639		
Q16718	4	6	41721		
Q15691	5	6	76855		
O14579	4	4	11765		
Q9UJC5	1	1	11645		
P28676	3	3	39718		
P15559	3	3	47943		
Q13148	6	6	28468		
P02462	2	3	183945		
Q13469	1	1	14362		
P23526	13	15	66671		
O43295	1	1	7738		
Q9UM22	1	1	26840		
Q53HC9	1	1	8171		
Q99538	2	4	12389		
P02730	15	19	325731		
Q9UBV8	2	2	31894		
Q9H832	1	1	3703		
P30050	3	4	102248		
P68402	2	3	55792		
P43490	14	14	43638		
P41222	3	4	74939		
Q01658	1	1	8007		
Q9UHD2	1	1	7864		
P38646	33	43	151679		
O14737	4	5	67989		
O15173	4	4	77079		
Q8NBF2	2	2	13627		
O00763	3	3	42421		
Q9NUB1	8	8	63382		
Q14498	2	2	16289		
P30049	4	7	77012		
O75494	2	2	16517		
Q9BUT1	6	7	29377		
O60234	1	1	8285		
Q86U28	3	3	31926		
Q92542	2	2	10893		
Q9BWW8	1	1	12875		
Q7L1Q6	2	2	16430		
P35251	1	1	133909		
P11166	2	2	62418		
Q15293	9	9	55656		
O95298	1	1	25205		
O15229	1	1	10706		
Q16836	17	23	342006		
P57088	1	1	7521		
O60888	2	3	28140		
Q92841	9	9	60577		
P34949	7	7	37885		
P46063	5	5	28280		
Q15555	1	1	5286		
P09211	11	19	166710		
Q9Y276	4	4	131316		
Q9NPJ3	3	4	88322		
Q9HDC9	10	10	118782		
P08758	19	24	492083		
Q6UVK1	3	3	41751		
Q99424	5	5	26772		
P51665	4	5	24492		
P23246	10	10	32433		
Q96T51	2	2	2521		
P01042	7	9	355131		
P25685	4	4	59027		
Q9NP72	3	3	54435		
Q5XKP0	1	1	1851		
Q13838	3	3	20315		
P42025	4	4	13174		
O60884	6	6	26280		
Q9UKM9	5	5	65045		
Q9BXD5	4	4	15970		
P62745	1	1	980		
Q5T6V5	2	2	15555		
Q99459	3	3	102726		
P22061	6	6	46029		
Q96C19	6	6	29681		
Q15404	10	12	99934		
Q8ND30	1	1	1141		
Q13825	7	7	78482		
P11177	13	16	184944		
Q9BX68	5	8	49188		
Q8TCT9	1	1	22675		
Q99747	2	2	9052		
Q9NQR4	9	9	57840		
P07196	1	1	2014		
Q9NR50	1	1	17020		
Q8WTV0	1	1	8300		
Q5QP74	1	1	905028		
O75964	4	5	132547		
P17152	1	1	11759		
P12429	14	15	94858		
Q96CD0	1	1	3418		
P07686	11	14	104631		
Q15286	2	2	11782		
Q01469	4	4	225708		
P07203	7	7	78453		
Q32MZ4	7	7	20177		
P62304	1	1	10502		
Q9Y2Q3	11	14	23147		
P52815	4	4	22614		
P50053	6	8	137291		
Q9BTM9	1	1	7931		
Q8NEZ5	1	1	8243		
O43747	8	9	26364		
Q13151	5	5	26342		
P30047	2	2	17407		
Q96GK7	3	4	31581		
P61421	6	6	65216		
Q16890	2	2	13803		
Q9BYE9	5	5	416901		
P15311	25	34	55936		
P02649	16	19	52966		
O75936	11	12	50707		
Q9NPB9	1	1	11672		
Q9BVA1	1	1	5244		
Q8N4H5	1	1	1480		
Q9Y2Z9	3	3	30600		
P23946	3	3	30183		
P47895	3	3	7580		
P55081	1	1	5948		
P43487	3	3	29152		
P14550	13	17	246007		
P51970	3	3	40793		
Q53GG5	1	1	9070		
P09972	9	10	197390		
P07305	7	8	127647		
P05165	31	36	91464		
Q8WZA2	1	1	4384		
Q92734	8	8	48781		
O75475	3	3	44162		
P34913	11	11	63964		
P08579	1	1	961		
P46940	35	37	33349		
Q9H0D6	1	1	1531		
Q8N142	11	12	61642		
Q15006	1	1	3001		
P25789	6	6	66802		
P62899	3	3	58367		
Q9NQH7	1	1	8776		
P06744	21	34	628201		
P19224	4	4	246086		
P27487	17	19	106650		
P14625	29	37	202876		
P25788	6	6	49612		
P04844	11	13	51537		
Q9UGI8	4	4	24105		
Q96NG3	1	1	8833		
O00533	1	1	8907		
P22087	3	4	17135		
P48449	1	1	20973		
Q12906	12	14	66225		
Q9UJ68	5	5	22414		
P61009	3	3	66455		
O43390	5	5	85306		
P49903	1	1	5251		
Q9GZS3	2	2	16365		
P01598	1	1	31276		
Q8IWW8	1	1	17289		
P49748	33	39	179900		
Q96IZ0	1	1	1482		
P61160	8	9	55397		
Q9BYD3	3	3	50063		
Q9H078	3	3	11071		
Q9BXK5	6	6	29365		
P54578	7	7	118545		
P08603	7	8	102712		
Q96PU8	2	2	54658		
A0MZ66	1	1	26470		
P19404	6	7	74553		
Q9Y5J6	1	1	220		
P60228	5	5	75608		
P27449	1	1	11596		
P06730	3	3	26346		
Q8NE86	3	3	238886		
Q9Y5Y6	1	1	11972		
Q15833	2	3	8186		
P62857	5	5	66818		
P16422	1	1	5905		
P02786	8	8	28441		
Q9Y584	1	1	20821		
Q27J81	6	6	29319		
P43243	12	13	20524		
Q9C040	5	5	70872		
Q92538	1	1	1643		
P0C0L4	2	2	31277		
Q9NZL4	1	1	12961		
Q9Y597	1	1	770		
Q96EY7	2	2	22850		
P24821	43	54	212767		
Q9Y6Y8	5	5	71857		
O95865	8	10	61185		
Q9BXX0	2	2	21539		
Q8N5M1	5	5	18958		
Q9HC38	9	10	68772		
Q13217	2	2	14336		
Q13185	3	3	30553		
Q9UPN3	1	1	3315		
P67775	1	1	7981		
Q70UQ0	6	6	35215		
Q9BZF9	1	1	1060		
P18754	1	1	10395		
P52594	1	1	4938		
O95831	28	34	64916		
P15104	2	2	610603		
P05413	7	9	46071		
Q9BRQ6	1	1	260		
Q9NRV9	7	9	82018		
O60656	1	2	22654		
Q5HYI8	2	2	55633		
P32969	4	5	44396		
Q15717	7	7	69132		
P28062	4	5	36401		
Q14008	1	1	3907		
P02750	8	9	139311		
O94925	16	18	25791		
P55290	4	4	71658		
P07099	11	11	162699		
Q16864	6	8	54515		
P11940	1	1	422165		
Q14061	1	1	9684		
Q92552	6	6	16105		
Q9Y6K5	1	1	9169		
Q9Y2T3	22	26	32086		
P19022	1	1	2696		
Q13884	6	7	43246		
Q9BTZ2	2	2	18532		
P26440	13	15	178525		
P05090	4	4	423066		
Q9NQ50	1	1	4707		
Q14258	3	3	9593		
Q15036	1	1	9069		
Q9H3P7	1	1	2533		
P62266	5	5	24998		
P31942	6	8	43912		
P33151	1	1	6885		
Q9BWD1	2	2	50165		
Q9UI08	1	1	370		
P23919	2	2	27976		
P78344	1	1	1861		
Q9H553	1	1	15117		
Q9Y624	2	2	27533		
Q8IW45	3	3	29718		
P35222	8	8	31246		
Q9BSA4	1	1	30216		
O95786	1	1	9908		
P01781	2	2	200599		
Q13561	12	14	76931		
Q99439	2	3	16224		
Q969I3	4	4	115046		
Q8NFD5	1	1	17512		
P48444	9	10	21848		
O75674	1	1	4348		
O95222	1	1	3785		
Q99653	2	2	46320		
Q99685	3	4	63043		
Q9Y2R0	3	3	33421		
P22059	6	6	30864		
Q14155	1	1	13183		
P46782	4	4	21000		
Q96RP9	6	6	57456		
Q00765	3	4	55718		
P09525	28	39	59219		
P54619	4	4	34520		
O75438	1	1	19578		
P49247	1	1	27021		
P24539	15	19	98005		
Q9NNW7	7	7	57132		
P49720	3	5	82495		
Q8NCW6	1	1	8960		
Q9Y5Z4	6	6	68788		
O60613	1	1	2713		
O95232	1	1	6756		
Q15493	1	1	1980		
Q96EL3	1	1	860		
O00217	5	5	64320		
Q8N0X4	11	11	219395		
P49590	2	2	16140		
P33992	1	1	7330		
Q9BQG0	1	1	7815		
Q6JQN1	5	5	11391		
Q96F07	1	1	26567		
P51648	7	8	41335		
Q02878	11	14	165971		
Q13596	6	6	36490		
P43155	9	9	73467		
P19827	13	15	119974		
P33240	2	2	58937		
Q14019	8	9	44102		
Q96BW5	7	7	29086		
P01619	1	1	66342		
Q9P2J5	14	14	24891		
Q96PK6	2	2	11003		
P48426	1	1	3807		
Q8ND07	1	1	9575		
P10109	2	2	17903		
Q9NZ08	7	7	31512		
Q13084	1	1	1030		
O15400	3	3	27293		
P43897	5	5	27647		
Q99729	3	3	13818		
Q9H477	5	5	19867		
O76070	3	3	53420		
P31937	12	16	73345		
P63173	3	3	41337		
P61086	1	1	35732		
P31947	1	1	4468		
P04632	6	7	171502		
P10636	9	11	13400		
P12074	2	4	32201		
Q3LXA3	18	25	21297		
P51398	2	2	23020		
P41250	9	10	23869		
Q86Y56	1	1	4481		
Q9NPH2	5	5	39687		
P24158	3	3	46395		
P30043	8	10	310605		
Q8N5N7	4	4	56860		
Q9Y2Z0	2	2	32462		
Q8IY17	1	1	13041		
P62280	4	4	57331		
Q13976	1	1	1542		
Q9UHG3	12	14	76240		
P00738	10	13	809642		
P78417	9	9	98809		
O75844	1	1	380		
P46776	2	2	100740		
P08236	5	5	24962		
O75880	3	3	205261		
P07384	20	20	51464		
P08397	1	1	420		
Q14956	4	4	11647		
Q13425	1	1	9399		
Q96QF0	1	1	3856		
O00264	5	5	53933		
Q16587	1	1	88615		
P55769	3	4	66575		
Q86TI0	1	1	801		
Q9BXR0	1	1	7982		
Q9NSE4	18	19	131062		
Q15031	3	3	42592		
Q96T76	1	1	530		
Q9UQ90	1	1	10492		
O14874	2	2	22226		
O43237	7	7	34037		
P50148	1	1	4129		
P08575	1	1	18667		
P39210	1	1	930		
P13671	3	4	38396		
P07911	12	13	304298		
Q9BSH5	6	7	50948		
P09668	4	5	110800		
Q9Y4G6	8	8	48343		
Q13188	1	1	2338		
Q9H4G0	7	7	76719		
Q9Y619	3	3	13814		
Q9GZP8	1	1	560		
P23434	1	1	18535		
O00479	1	1	1699		
Q96IX5	3	3	64805		
O43708	1	1	4927		
O75521	9	11	88537		
P82664	1	1	58754		
P82933	1	1	9506		
O94903	4	4	40860		
Q9NSY0	2	2	12864		
Q15435	6	7	80671		
P08865	9	11	91824		
Q10567	13	13	269547		
O94826	6	7	93827		
P54802	4	4	46649		
O60902	1	1	201330		
P25398	2	2	58709		
O95373	1	1	20475		
Q8NC56	2	2	7794		
Q8WWY3	1	1	7060		
Q96M27	4	5	23539		
Q8TD55	2	2	19538		
P09914	1	1	11387		
P62913	2	3	90155		
P20810	5	5	58309		
Q6UWR7	3	3	86804		
Q8WW52	3	4	151720		
P61225	1	1	12496		
P53992	5	5	7784		
P14314	10	10	56821		
O00748	11	15	26520		
P23378	6	6	162020		
Q96Q11	1	1	8729		
Q9Y281	1	2	14272		
P05156	4	4	68010		
P26640	11	11	26940		
O00469	17	21	36042		
Q15185	3	3	56586		
Q8NBF6	1	1	26907		
P56556	4	4	33389		
Q8WTS1	1	1	12234		
P09110	10	12	26691		
Q15327	1	1	16332		
P36873	2	2	14353		
Q9UHQ9	4	4	92732		
P00352	24	35	112712		
P04406	31	48	459324		
P27635	1	1	21050		
P55327	9	11	49930		
O14975	6	6	46731		
Q15582	20	27	66330		
P45954	13	18	47258		
Q92900	3	3	37799		
O00754	2	2	24171		
P07108	5	8	107707		
P11766	11	16	192291		
P35813	2	2	18391		
P27105	6	6	114511		
P50570	3	3	164625		
P12110	17	20	652475		
Q9Y6C9	6	8	38887		
Q02928	5	5	47805		
Q9BW92	3	3	78391		
P20774	10	12	244456		
P68371	2	2	126707		
Q07866	1	1	10457		
Q00839	11	14	57221		
O15061	1	1	954		
Q9BQA1	1	1	30630		
Q9NQW7	6	6	36923		
Q92665	1	1	1220		
P46109	2	2	39718		
O14529	1	1	12705		
Q93009	3	3	19434		
P56181	1	1	20947		
Q96F10	1	1	26804		
Q15027	1	1	25285		
P05546	7	7	74316		
P26373	7	7	68586		
Q00169	1	1	9448		
Q9Y237	1	1	1541		
P05230	1	1	2462		
Q05469	11	11	174051		
P49419	23	28	70849		
O76038	9	10	101032		
P50395	15	17	191194		
P21283	11	13	194653		
Q08257	19	27	155607		
